SN,Commodity,Date,Unit,Minimum,Maximum,Average
1546,Grapes(Green),7/15/13,Kg,250,260,255
1547,Water Melon(Green),7/15/13,Kg,40,45,42.5
1548,Sweet Orange,7/15/13,Kg,90,100,95
1549,Pineapple,7/15/13,1 Pc,60,70,65
1550,Cucumber(Local),7/15/13,Kg,30,35,32.5
1551,Jack Fruit,7/15/13,Kg,15,16,15.5
1552,Papaya(Nepali),7/15/13,Kg,50,55,52.5
1553,Sugarcane,7/15/13,1 Pc,50,60,55
1554,Ginger,7/15/13,Kg,160,170,165
1555,Chilli Dry,7/15/13,Kg,170,180,175
1556,Chilli Green,7/15/13,Kg,30,40,35
1557,Capsicum,7/15/13,Kg,100,110,105
1558,Garlic Green,7/15/13,Kg,45,50,47.5
1559,Coriander Green,7/15/13,Kg,70,80,75
1560,Garlic Dry Chinese,7/15/13,Kg,85,90,87.5
1561,Garlic Dry Nepali,7/15/13,Kg,60,70,65
1562,Clive Green,7/15/13,Kg,50,60,55
1563,Fish Fresh,7/15/13,Kg,210,220,215
1564,Tomato Big(Nepali),7/16/13,Kg,80,90,85
1565,Tomato Small(Local),7/16/13,Kg,48,52,50
1566,Potato Red,7/16/13,Kg,23,24,23.5
1567,Potato White,7/16/13,Kg,19,20,19.5
1568,Onion Dry (Indian),7/16/13,Kg,46,48,47
1569,Carrot(Local),7/16/13,Kg,45,50,47.5
1570,Cabbage(Local),7/16/13,Kg,14,16,15
1571,Cauli Local,7/16/13,Kg,60,70,65
1572,Raddish White(Local),7/16/13,Kg,20,25,22.5
1573,Brinjal Long,7/16/13,Kg,30,35,32.5
1574,Brinjal Round,7/16/13,Kg,40,45,42.5
1575,Cow pea(Long),7/16/13,Kg,40,50,45
1576,French Bean(Local),7/16/13,Kg,40,45,42.5
1577,Soyabean Green,7/16/13,Kg,55,60,57.5
1578,Bitter Gourd,7/16/13,Kg,40,45,42.5
1579,Bottle Gourd,7/16/13,Kg,25,30,27.5
1580,Pointed Gourd(Local),7/16/13,Kg,40,45,42.5
1581,Snake Gourd,7/16/13,Kg,30,35,32.5
1582,Smooth Gourd,7/16/13,Kg,25,35,30
1583,Sponge Gourd,7/16/13,Kg,30,35,32.5
1584,Pumpkin,7/16/13,Kg,18,20,19
1585,Squash(Long),7/16/13,Kg,45,50,47.5
1586,Okara,7/16/13,Kg,35,40,37.5
1587,Arum,7/16/13,Kg,35,40,37.5
1588,Christophine,7/16/13,Kg,40,45,42.5
1589,Brd Leaf Mustard,7/16/13,Kg,35,40,37.5
1590,Spinach Leaf,7/16/13,Kg,35,40,37.5
1591,Cress Leaf,7/16/13,Kg,35,40,37.5
1592,Mustard Leaf,7/16/13,Kg,25,30,27.5
1593,Fenugreek Leaf,7/16/13,Kg,30,35,32.5
1594,Onion Green,7/16/13,Kg,35,40,37.5
1595,Mushroom(Kanya),7/16/13,Kg,230,250,240
1596,Asparagus,7/16/13,Kg,120,140,130
1597,Neuro,7/16/13,Kg,50,60,55
1598,Sugarbeet,7/16/13,Kg,55,60,57.5
1599,Red Cabbbage,7/16/13,Kg,60,70,65
1600,Lettuce,7/16/13,Kg,45,50,47.5
1601,Celery,7/16/13,Kg,120,130,125
1602,Parseley,7/16/13,Kg,170,180,175
1603,Fennel Leaf,7/16/13,Kg,45,50,47.5
1604,Mint,7/16/13,Kg,120,130,125
1605,Maize,7/16/13,1 Pc,6,7,6.5
1606,Tamarind,7/16/13,Kg,70,80,75
1607,Bamboo Shoot,7/16/13,Kg,60,70,65
1608,Tofu,7/16/13,Kg,60,70,65
1609,Gundruk,7/16/13,Kg,170,180,175
1610,Apple(Jholey),7/16/13,Kg,100,110,105
1611,Banana,7/16/13,Doz,50,60,55
1612,Lime,7/16/13,Kg,300,400,350
1613,Pomegranate,7/16/13,Kg,200,210,205
1614,Mango(Maldah),7/16/13,Kg,70,660,365
1615,Grapes(Green),7/16/13,Kg,250,300,275
1616,Water Melon(Green),7/16/13,Kg,45,50,47.5
1617,Sweet Orange,7/16/13,Kg,90,95,92.5
1618,Pineapple,7/16/13,1 Pc,60,70,65
1619,Cucumber(Local),7/16/13,Kg,30,35,32.5
1620,Jack Fruit,7/16/13,Kg,15,20,17.5
1621,Papaya(Nepali),7/16/13,Kg,50,55,52.5
1622,Sugarcane,7/16/13,1 Pc,50,60,55
1623,Ginger,7/16/13,Kg,150,160,155
1624,Chilli Dry,7/16/13,Kg,170,180,175
1625,Chilli Green,7/16/13,Kg,30,35,32.5
1626,Capsicum,7/16/13,Kg,90,100,95
1627,Garlic Green,7/16/13,Kg,35,40,37.5
1628,Coriander Green,7/16/13,Kg,80,90,85
1629,Garlic Dry Chinese,7/16/13,Kg,85,90,87.5
1630,Garlic Dry Nepali,7/16/13,Kg,60,70,65
1631,Clive Green,7/16/13,Kg,50,60,55
1632,Fish Fresh,7/16/13,Kg,210,220,215
1633,Tomato Big(Nepali),7/17/13,Kg,80,90,85
1634,Tomato Small(Local),7/17/13,Kg,46,52,49
1635,Potato Red,7/17/13,Kg,23,24,23.5
1636,Potato White,7/17/13,Kg,18,19,18.5
1637,Onion Dry (Indian),7/17/13,Kg,48,50,49
1638,Carrot(Local),7/17/13,Kg,45,50,47.5
1639,Cabbage(Local),7/17/13,Kg,14,16,15
1640,Cauli Local,7/17/13,Kg,50,60,55
1641,Raddish White(Local),7/17/13,Kg,20,25,22.5
1642,Brinjal Long,7/17/13,Kg,40,45,42.5
1643,Brinjal Round,7/17/13,Kg,45,50,47.5
1644,Cow pea(Long),7/17/13,Kg,40,50,45
1645,French Bean(Local),7/17/13,Kg,40,45,42.5
1646,Soyabean Green,7/17/13,Kg,55,60,57.5
1647,Bitter Gourd,7/17/13,Kg,40,45,42.5
1648,Bottle Gourd,7/17/13,Kg,20,30,25
1649,Pointed Gourd(Local),7/17/13,Kg,40,45,42.5
1650,Snake Gourd,7/17/13,Kg,28,32,30
1651,Smooth Gourd,7/17/13,Kg,25,30,27.5
1652,Sponge Gourd,7/17/13,Kg,30,35,32.5
1653,Pumpkin,7/17/13,Kg,18,20,19
1654,Squash(Long),7/17/13,Kg,40,45,42.5
1655,Okara,7/17/13,Kg,30,35,32.5
1656,Arum,7/17/13,Kg,35,40,37.5
1657,Christophine,7/17/13,Kg,40,45,42.5
1658,Brd Leaf Mustard,7/17/13,Kg,35,40,37.5
1659,Spinach Leaf,7/17/13,Kg,35,40,37.5
1660,Cress Leaf,7/17/13,Kg,35,40,37.5
1661,Mustard Leaf,7/17/13,Kg,25,30,27.5
1662,Fenugreek Leaf,7/17/13,Kg,35,40,37.5
1663,Onion Green,7/17/13,Kg,30,35,32.5
1664,Mushroom(Kanya),7/17/13,Kg,200,220,210
1665,Asparagus,7/17/13,Kg,120,140,130
1666,Neuro,7/17/13,Kg,50,60,55
1667,Sugarbeet,7/17/13,Kg,55,60,57.5
1668,Red Cabbbage,7/17/13,Kg,70,80,75
1669,Lettuce,7/17/13,Kg,55,60,57.5
1670,Celery,7/17/13,Kg,120,130,125
1671,Parseley,7/17/13,Kg,170,180,175
1672,Fennel Leaf,7/17/13,Kg,50,55,52.5
1673,Mint,7/17/13,Kg,120,130,125
1674,Turnip A,7/17/13,Kg,45,50,47.5
1675,Maize,7/17/13,1 Pc,6,7,6.5
1676,Tamarind,7/17/13,Kg,70,80,75
1677,Bamboo Shoot,7/17/13,Kg,60,70,65
1678,Tofu,7/17/13,Kg,60,70,65
1679,Gundruk,7/17/13,Kg,170,180,175
1680,Apple(Jholey),7/17/13,Kg,50,60,55
1681,Banana,7/17/13,Doz,50,60,55
1682,Lime,7/17/13,Kg,300,400,350
1683,Pomegranate,7/17/13,Kg,200,210,205
1684,Mango(Maldah),7/17/13,Kg,70,80,75
1685,Grapes(Green),7/17/13,Kg,250,260,255
1686,Water Melon(Green),7/17/13,Kg,45,50,47.5
1687,Sweet Orange,7/17/13,Kg,85,90,87.5
1688,Pineapple,7/17/13,1 Pc,60,70,65
1689,Cucumber(Local),7/17/13,Kg,30,35,32.5
1690,Jack Fruit,7/17/13,Kg,18,20,19
1691,Papaya(Nepali),7/17/13,Kg,60,70,65
1692,Sugarcane,7/17/13,1 Pc,50,60,55
1693,Ginger,7/17/13,Kg,170,180,175
1694,Chilli Dry,7/17/13,Kg,170,180,175
1695,Chilli Green,7/17/13,Kg,30,40,35
1696,Capsicum,7/17/13,Kg,80,90,85
1697,Garlic Green,7/17/13,Kg,40,45,42.5
1698,Coriander Green,7/17/13,Kg,90,100,95
1699,Garlic Dry Chinese,7/17/13,Kg,85,90,87.5
1700,Garlic Dry Nepali,7/17/13,Kg,50,60,55
1701,Clive Dry,7/17/13,Kg,75,85,80
1702,Clive Green,7/17/13,Kg,50,60,55
1703,Fish Fresh,7/17/13,Kg,210,220,215
1704,Tomato Big(Nepali),7/18/13,Kg,65,70,67.5
1705,Tomato Small(Local),7/18/13,Kg,40,45,42.5
1706,Potato Red,7/18/13,Kg,23,24,23.5
1707,Potato White,7/18/13,Kg,19,20,19.5
1708,Onion Dry (Indian),7/18/13,Kg,52,55,53.5
1709,Carrot(Local),7/18/13,Kg,45,50,47.5
1710,Cabbage(Local),7/18/13,Kg,14,18,16
1711,Cauli Local,7/18/13,Kg,40,50,45
1712,Raddish White(Local),7/18/13,Kg,20,25,22.5
1713,Brinjal Long,7/18/13,Kg,28,32,30
1714,Brinjal Round,7/18/13,Kg,40,45,42.5
1715,Cow pea(Long),7/18/13,Kg,40,50,45
1716,French Bean(Local),7/18/13,Kg,40,45,42.5
1717,Soyabean Green,7/18/13,Kg,55,60,57.5
1718,Bitter Gourd,7/18/13,Kg,25,30,27.5
1719,Bottle Gourd,7/18/13,Kg,20,25,22.5
1720,Pointed Gourd(Local),7/18/13,Kg,40,45,42.5
1721,Snake Gourd,7/18/13,Kg,30,35,32.5
1722,Smooth Gourd,7/18/13,Kg,20,25,22.5
1723,Sponge Gourd,7/18/13,Kg,30,35,32.5
1724,Pumpkin,7/18/13,Kg,18,20,19
1725,Squash(Long),7/18/13,Kg,35,40,37.5
1726,Okara,7/18/13,Kg,24,28,26
1727,Arum,7/18/13,Kg,30,35,32.5
1728,Christophine,7/18/13,Kg,40,45,42.5
1729,Brd Leaf Mustard,7/18/13,Kg,30,35,32.5
1730,Spinach Leaf,7/18/13,Kg,35,40,37.5
1731,Cress Leaf,7/18/13,Kg,35,40,37.5
1732,Mustard Leaf,7/18/13,Kg,25,30,27.5
1733,Fenugreek Leaf,7/18/13,Kg,30,35,32.5
1734,Onion Green,7/18/13,Kg,30,35,32.5
1735,Mushroom(Kanya),7/18/13,Kg,200,220,210
1736,Asparagus,7/18/13,Kg,120,140,130
1737,Neuro,7/18/13,Kg,50,60,55
1738,Sugarbeet,7/18/13,Kg,55,60,57.5
1739,Red Cabbbage,7/18/13,Kg,60,70,65
1740,Lettuce,7/18/13,Kg,50,55,52.5
1741,Celery,7/18/13,Kg,120,130,125
1742,Parseley,7/18/13,Kg,170,180,175
1743,Fennel Leaf,7/18/13,Kg,30,35,32.5
1744,Mint,7/18/13,Kg,120,130,125
1745,Turnip A,7/18/13,Kg,40,45,42.5
1746,Maize,7/18/13,1 Pc,6,7,6.5
1747,Tamarind,7/18/13,Kg,70,80,75
1748,Bamboo Shoot,7/18/13,Kg,60,70,65
1749,Tofu,7/18/13,Kg,60,70,65
1750,Gundruk,7/18/13,Kg,170,180,175
1751,Apple(Jholey),7/18/13,Kg,130,140,135
1752,Banana,7/18/13,Doz,50,60,55
1753,Lime,7/18/13,Kg,300,400,350
1754,Pomegranate,7/18/13,Kg,200,210,205
1755,Mango(Maldah),7/18/13,Kg,70,80,75
1756,Grapes(Green),7/18/13,Kg,250,260,255
1757,Water Melon(Green),7/18/13,Kg,45,50,47.5
1758,Sweet Orange,7/18/13,Kg,85,95,90
1759,Pineapple,7/18/13,1 Pc,60,70,65
1760,Cucumber(Local),7/18/13,Kg,35,40,37.5
1761,Jack Fruit,7/18/13,Kg,15,20,17.5
1762,Papaya(Nepali),7/18/13,Kg,70,80,75
1763,Sugarcane,7/18/13,1 Pc,50,60,55
1764,Ginger,7/18/13,Kg,160,170,165
1765,Chilli Dry,7/18/13,Kg,170,180,175
1766,Chilli Green,7/18/13,Kg,35,40,37.5
1767,Capsicum,7/18/13,Kg,70,80,75
1768,Garlic Green,7/18/13,Kg,35,40,37.5
1769,Coriander Green,7/18/13,Kg,70,80,75
1770,Garlic Dry Chinese,7/18/13,Kg,85,90,87.5
1771,Garlic Dry Nepali,7/18/13,Kg,60,70,65
1772,Clive Dry,7/18/13,Kg,70,80,75
1773,Clive Green,7/18/13,Kg,50,60,55
1774,Fish Fresh,7/18/13,Kg,210,220,215
1775,Tomato Big(Nepali),7/19/13,Kg,55,60,57.5
1776,Tomato Small(Local),7/19/13,Kg,36,40,38
1777,Potato Red,7/19/13,Kg,23,24,23.5
1778,Potato White,7/19/13,Kg,18,19,18.5
1779,Onion Dry (Indian),7/19/13,Kg,50,53,51.5
1780,Carrot(Local),7/19/13,Kg,35,40,37.5
1781,Cabbage(Local),7/19/13,Kg,14,18,16
1782,Cauli Local,7/19/13,Kg,50,60,55
1783,Raddish White(Local),7/19/13,Kg,20,25,22.5
1784,Brinjal Long,7/19/13,Kg,25,30,27.5
1785,Brinjal Round,7/19/13,Kg,35,40,37.5
1786,Cow pea(Long),7/19/13,Kg,35,40,37.5
1787,French Bean(Local),7/19/13,Kg,30,35,32.5
1788,Soyabean Green,7/19/13,Kg,60,65,62.5
1789,Bitter Gourd,7/19/13,Kg,20,26,23
1790,Bottle Gourd,7/19/13,Kg,20,25,22.5
1791,Pointed Gourd(Local),7/19/13,Kg,40,45,42.5
1792,Snake Gourd,7/19/13,Kg,28,32,30
1793,Smooth Gourd,7/19/13,Kg,25,30,27.5
1794,Sponge Gourd,7/19/13,Kg,35,40,37.5
1795,Pumpkin,7/19/13,Kg,25,30,27.5
1796,Squash(Long),7/19/13,Kg,35,40,37.5
1797,Okara,7/19/13,Kg,18,22,20
1798,Arum,7/19/13,Kg,30,35,32.5
1799,Christophine,7/19/13,Kg,35,40,37.5
1800,Brd Leaf Mustard,7/19/13,Kg,30,35,32.5
1801,Spinach Leaf,7/19/13,Kg,30,35,32.5
1802,Cress Leaf,7/19/13,Kg,30,35,32.5
1803,Mustard Leaf,7/19/13,Kg,25,30,27.5
1804,Fenugreek Leaf,7/19/13,Kg,30,35,32.5
1805,Onion Green,7/19/13,Kg,35,40,37.5
1806,Mushroom(Kanya),7/19/13,Kg,180,200,190
1807,Neuro,7/19/13,Kg,50,60,55
1808,Sugarbeet,7/19/13,Kg,55,60,57.5
1809,Red Cabbbage,7/19/13,Kg,60,70,65
1810,Lettuce,7/19/13,Kg,55,60,57.5
1811,Celery,7/19/13,Kg,120,130,125
1812,Parseley,7/19/13,Kg,170,180,175
1813,Fennel Leaf,7/19/13,Kg,35,40,37.5
1814,Mint,7/19/13,Kg,120,130,125
1815,Turnip A,7/19/13,Kg,50,55,52.5
1816,Maize,7/19/13,1 Pc,6,7,6.5
1817,Tamarind,7/19/13,Kg,70,80,75
1818,Bamboo Shoot,7/19/13,Kg,60,70,65
1819,Tofu,7/19/13,Kg,60,70,65
1820,Gundruk,7/19/13,Kg,170,180,175
1821,Apple(Jholey),7/19/13,Kg,130,140,135
1822,Banana,7/19/13,Doz,50,60,55
1823,Lime,7/19/13,Kg,300,400,350
1824,Pomegranate,7/19/13,Kg,190,200,195
1825,Mango(Maldah),7/19/13,Kg,60,70,65
1826,Grapes(Green),7/19/13,Kg,250,300,275
1827,Water Melon(Green),7/19/13,Kg,45,50,47.5
1828,Sweet Orange,7/19/13,Kg,85,90,87.5
1829,Pineapple,7/19/13,1 Pc,70,80,75
1830,Cucumber(Local),7/19/13,Kg,25,30,27.5
1831,Jack Fruit,7/19/13,Kg,15,18,16.5
1832,Papaya(Nepali),7/19/13,Kg,70,80,75
1833,Sugarcane,7/19/13,1 Pc,50,60,55
1834,Ginger,7/19/13,Kg,160,170,165
1835,Chilli Dry,7/19/13,Kg,170,180,175
1836,Chilli Green,7/19/13,Kg,35,40,37.5
1837,Capsicum,7/19/13,Kg,65,70,67.5
1838,Garlic Green,7/19/13,Kg,35,40,37.5
1839,Coriander Green,7/19/13,Kg,70,80,75
1840,Garlic Dry Chinese,7/19/13,Kg,85,90,87.5
1841,Garlic Dry Nepali,7/19/13,Kg,50,60,55
1842,Clive Dry,7/19/13,Kg,70,80,75
1843,Clive Green,7/19/13,Kg,50,60,55
1844,Fish Fresh,7/19/13,Kg,210,220,215
1845,Tomato Big(Nepali),7/21/13,Kg,50,55,52.5
1846,Tomato Small(Local),7/21/13,Kg,28,32,30
1847,Potato Red,7/21/13,Kg,24,25,24.5
1848,Potato White,7/21/13,Kg,19,20,19.5
1849,Onion Dry (Indian),7/21/13,Kg,50,53,51.5
1850,Carrot(Local),7/21/13,Kg,50,53,51.5
1851,Cabbage(Local),7/21/13,Kg,16,18,17
1852,Cauli Local,7/21/13,Kg,50,60,55
1853,Raddish White(Local),7/21/13,Kg,20,25,22.5
1854,Brinjal Long,7/21/13,Kg,20,25,22.5
1855,Brinjal Round,7/21/13,Kg,35,40,37.5
1856,Cow pea(Long),7/21/13,Kg,35,40,37.5
1857,French Bean(Local),7/21/13,Kg,35,40,37.5
1858,Soyabean Green,7/21/13,Kg,55,60,57.5
1859,Bitter Gourd,7/21/13,Kg,18,22,20
1860,Bottle Gourd,7/21/13,Kg,18,22,20
1861,Pointed Gourd(Local),7/21/13,Kg,35,40,37.5
1862,Snake Gourd,7/21/13,Kg,28,30,29
1863,Smooth Gourd,7/21/13,Kg,25,30,27.5
1864,Sponge Gourd,7/21/13,Kg,28,32,30
1865,Pumpkin,7/21/13,Kg,18,20,19
1866,Squash(Long),7/21/13,Kg,30,35,32.5
1867,Okara,7/21/13,Kg,18,20,19
1868,Arum,7/21/13,Kg,30,35,32.5
1869,Christophine,7/21/13,Kg,40,45,42.5
1870,Brd Leaf Mustard,7/21/13,Kg,35,40,37.5
1871,Spinach Leaf,7/21/13,Kg,35,40,37.5
1872,Cress Leaf,7/21/13,Kg,35,40,37.5
1873,Mustard Leaf,7/21/13,Kg,30,35,32.5
1874,Fenugreek Leaf,7/21/13,Kg,35,40,37.5
1875,Onion Green,7/21/13,Kg,35,40,37.5
1876,Mushroom(Kanya),7/21/13,Kg,180,200,190
1877,Asparagus,7/21/13,Kg,120,140,130
1878,Neuro,7/21/13,Kg,50,60,55
1879,Sugarbeet,7/21/13,Kg,55,60,57.5
1880,Red Cabbbage,7/21/13,Kg,60,70,65
1881,Lettuce,7/21/13,Kg,35,40,37.5
1882,Celery,7/21/13,Kg,120,130,125
1883,Parseley,7/21/13,Kg,170,180,175
1884,Fennel Leaf,7/21/13,Kg,35,40,37.5
1885,Mint,7/21/13,Kg,120,130,125
1886,Turnip A,7/21/13,Kg,40,45,42.5
1887,Maize,7/21/13,1 Pc,6,7,6.5
1888,Tamarind,7/21/13,Kg,70,80,75
1889,Bamboo Shoot,7/21/13,Kg,60,70,65
1890,Tofu,7/21/13,Kg,60,70,65
1891,Gundruk,7/21/13,Kg,170,180,175
1892,Apple(Jholey),7/21/13,Kg,110,120,115
1893,Banana,7/21/13,Doz,50,60,55
1894,Lime,7/21/13,Kg,300,400,350
1895,Pomegranate,7/21/13,Kg,200,220,210
1896,Mango(Maldah),7/21/13,Kg,50,60,55
1897,Grapes(Green),7/21/13,Kg,250,300,275
1898,Water Melon(Green),7/21/13,Kg,50,55,52.5
1899,Sweet Orange,7/21/13,Kg,80,90,85
1900,Pineapple,7/21/13,1 Pc,60,70,65
1901,Cucumber(Local),7/21/13,Kg,25,30,27.5
1902,Jack Fruit,7/21/13,Kg,15,18,16.5
1903,Papaya(Nepali),7/21/13,Kg,65,70,67.5
1904,Sugarcane,7/21/13,1 Pc,50,60,55
1905,Ginger,7/21/13,Kg,170,180,175
1906,Chilli Dry,7/21/13,Kg,170,180,175
1907,Chilli Green,7/21/13,Kg,35,40,37.5
1908,Capsicum,7/21/13,Kg,50,60,55
1909,Garlic Green,7/21/13,Kg,35,40,37.5
1910,Coriander Green,7/21/13,Kg,60,70,65
1911,Garlic Dry Chinese,7/21/13,Kg,85,90,87.5
1912,Garlic Dry Nepali,7/21/13,Kg,60,70,65
1913,Clive Dry,7/21/13,Kg,70,80,75
1914,Clive Green,7/21/13,Kg,50,60,55
1915,Fish Fresh,7/21/13,Kg,210,220,215
1916,Tomato Big(Nepali),7/22/13,Kg,55,60,57.5
1917,Tomato Small(Local),7/22/13,Kg,28,32,30
1918,Potato Red,7/22/13,Kg,23,24,23.5
1919,Potato White,7/22/13,Kg,19,20,19.5
1920,Onion Dry (Indian),7/22/13,Kg,50,52,51
1921,Carrot(Local),7/22/13,Kg,45,50,47.5
1922,Cabbage(Local),7/22/13,Kg,14,18,16
1923,Cauli Local,7/22/13,Kg,55,60,57.5
1924,Raddish White(Local),7/22/13,Kg,20,25,22.5
1925,Brinjal Long,7/22/13,Kg,20,25,22.5
1926,Brinjal Round,7/22/13,Kg,35,40,37.5
1927,Cow pea(Long),7/22/13,Kg,35,40,37.5
1928,Green Peas,7/22/13,Kg,130,140,135
1929,French Bean(Local),7/22/13,Kg,30,35,32.5
1930,Soyabean Green,7/22/13,Kg,50,60,55
1931,Bitter Gourd,7/22/13,Kg,18,20,19
1932,Bottle Gourd,7/22/13,Kg,18,20,19
1933,Pointed Gourd(Local),7/22/13,Kg,35,40,37.5
1934,Snake Gourd,7/22/13,Kg,28,30,29
1935,Smooth Gourd,7/22/13,Kg,20,25,22.5
1936,Sponge Gourd,7/22/13,Kg,20,25,22.5
1937,Pumpkin,7/22/13,Kg,18,20,19
1938,Squash(Long),7/22/13,Kg,28,30,29
1939,Okara,7/22/13,Kg,18,20,19
1940,Arum,7/22/13,Kg,28,32,30
1941,Christophine,7/22/13,Kg,35,40,37.5
1942,Brd Leaf Mustard,7/22/13,Kg,35,40,37.5
1943,Spinach Leaf,7/22/13,Kg,35,40,37.5
1944,Cress Leaf,7/22/13,Kg,35,40,37.5
1945,Mustard Leaf,7/22/13,Kg,30,35,32.5
1946,Fenugreek Leaf,7/22/13,Kg,35,40,37.5
1947,Onion Green,7/22/13,Kg,35,40,37.5
1948,Mushroom(Kanya),7/22/13,Kg,150,180,165
1949,Asparagus,7/22/13,Kg,120,140,130
1950,Neuro,7/22/13,Kg,50,60,55
1951,Sugarbeet,7/22/13,Kg,55,60,57.5
1952,Red Cabbbage,7/22/13,Kg,60,70,65
1953,Lettuce,7/22/13,Kg,45,50,47.5
1954,Celery,7/22/13,Kg,120,130,125
1955,Parseley,7/22/13,Kg,170,180,175
1956,Fennel Leaf,7/22/13,Kg,45,50,47.5
1957,Mint,7/22/13,Kg,120,130,125
1958,Turnip A,7/22/13,Kg,45,50,47.5
1959,Maize,7/22/13,1 Pc,6,7,6.5
1960,Tamarind,7/22/13,Kg,70,80,75
1961,Bamboo Shoot,7/22/13,Kg,60,70,65
1962,Tofu,7/22/13,Kg,60,70,65
1963,Gundruk,7/22/13,Kg,170,180,175
1964,Apple(Jholey),7/22/13,Kg,120,130,125
1965,Banana,7/22/13,Doz,50,60,55
1966,Lime,7/22/13,Kg,300,400,350
1967,Pomegranate,7/22/13,Kg,200,210,205
1968,Mango(Maldah),7/22/13,Kg,60,70,65
1969,Grapes(Green),7/22/13,Kg,250,300,275
1970,Water Melon(Green),7/22/13,Kg,45,50,47.5
1971,Sweet Orange,7/22/13,Kg,80,90,85
1972,Pineapple,7/22/13,1 Pc,60,70,65
1973,Cucumber(Local),7/22/13,Kg,25,30,27.5
1974,Jack Fruit,7/22/13,Kg,15,18,16.5
1975,Papaya(Nepali),7/22/13,Kg,60,65,62.5
1976,Ginger,7/22/13,Kg,170,180,175
1977,Chilli Dry,7/22/13,Kg,170,180,175
1978,Chilli Green,7/22/13,Kg,35,40,37.5
1979,Capsicum,7/22/13,Kg,50,60,55
1980,Garlic Green,7/22/13,Kg,35,40,37.5
1981,Coriander Green,7/22/13,Kg,70,80,75
1982,Garlic Dry Chinese,7/22/13,Kg,85,90,87.5
1983,Garlic Dry Nepali,7/22/13,Kg,60,70,65
1984,Clive Dry,7/22/13,Kg,80,90,85
1985,Clive Green,7/22/13,Kg,50,60,55
1986,Fish Fresh,7/22/13,Kg,210,220,215
1987,Tomato Big(Nepali),7/23/13,Kg,55,60,57.5
1988,Tomato Small(Local),7/23/13,Kg,30,35,32.5
1989,Potato Red,7/23/13,Kg,23,24,23.5
1990,Potato White,7/23/13,Kg,18,19,18.5
1991,Onion Dry (Indian),7/23/13,Kg,50,52,51
1992,Carrot(Local),7/23/13,Kg,45,50,47.5
1993,Cabbage(Local),7/23/13,Kg,18,20,19
1994,Cauli Local,7/23/13,Kg,55,60,57.5
1995,Raddish White(Local),7/23/13,Kg,18,22,20
1996,Brinjal Long,7/23/13,Kg,25,30,27.5
1997,Brinjal Round,7/23/13,Kg,30,35,32.5
1998,Cow pea(Long),7/23/13,Kg,35,40,37.5
1999,French Bean(Local),7/23/13,Kg,35,40,37.5
2000,Soyabean Green,7/23/13,Kg,55,60,57.5
2001,Bitter Gourd,7/23/13,Kg,18,20,19
2002,Bottle Gourd,7/23/13,Kg,18,20,19
2003,Pointed Gourd(Local),7/23/13,Kg,30,35,32.5
2004,Snake Gourd,7/23/13,Kg,25,30,27.5
2005,Smooth Gourd,7/23/13,Kg,20,25,22.5
2006,Sponge Gourd,7/23/13,Kg,20,25,22.5
2007,Pumpkin,7/23/13,Kg,18,20,19
2008,Squash(Long),7/23/13,Kg,25,30,27.5
2009,Okara,7/23/13,Kg,18,20,19
2010,Arum,7/23/13,Kg,30,35,32.5
2011,Christophine,7/23/13,Kg,30,35,32.5
2012,Brd Leaf Mustard,7/23/13,Kg,35,40,37.5
2013,Spinach Leaf,7/23/13,Kg,35,40,37.5
2014,Cress Leaf,7/23/13,Kg,35,40,37.5
2015,Mustard Leaf,7/23/13,Kg,30,35,32.5
2016,Fenugreek Leaf,7/23/13,Kg,35,40,37.5
2017,Onion Green,7/23/13,Kg,35,40,37.5
2018,Mushroom(Kanya),7/23/13,Kg,150,160,155
2019,Asparagus,7/23/13,Kg,120,150,135
2020,Neuro,7/23/13,Kg,50,60,55
2021,Sugarbeet,7/23/13,Kg,55,60,57.5
2022,Red Cabbbage,7/23/13,Kg,60,70,65
2023,Lettuce,7/23/13,Kg,45,50,47.5
2024,Celery,7/23/13,Kg,120,130,125
2025,Parseley,7/23/13,Kg,170,180,175
2026,Fennel Leaf,7/23/13,Kg,45,50,47.5
2027,Mint,7/23/13,Kg,120,130,125
2028,Turnip A,7/23/13,Kg,45,50,47.5
2029,Maize,7/23/13,1 Pc,7,8,7.5
2030,Tamarind,7/23/13,Kg,70,80,75
2031,Bamboo Shoot,7/23/13,Kg,60,70,65
2032,Tofu,7/23/13,Kg,60,70,65
2033,Gundruk,7/23/13,Kg,170,180,175
2034,Apple(Jholey),7/23/13,Kg,100,110,105
2035,Banana,7/23/13,Doz,50,60,55
2036,Lime,7/23/13,Kg,300,400,350
2037,Pomegranate,7/23/13,Kg,200,210,205
2038,Mango(Maldah),7/23/13,Kg,60,70,65
2039,Water Melon(Green),7/23/13,Kg,45,50,47.5
2040,Sweet Orange,7/23/13,Kg,80,90,85
2041,Pineapple,7/23/13,1 Pc,60,70,65
2042,Cucumber(Local),7/23/13,Kg,25,30,27.5
2043,Jack Fruit,7/23/13,Kg,15,18,16.5
2044,Papaya(Nepali),7/23/13,Kg,60,65,62.5
2045,Ginger,7/23/13,Kg,170,180,175
2046,Chilli Dry,7/23/13,Kg,170,180,175
2047,Chilli Green,7/23/13,Kg,40,45,42.5
2048,Capsicum,7/23/13,Kg,55,60,57.5
